id,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
7800,26167,210126,46726,33451,128666,11324,671644,46757,145061,94307,183530,41097,26162,41198,26353,26236,264085,94323,40018,237631,242958,158297
7801,311009,265727,179516,36123,409193,41216,466143,25856,354491,38951,41240,190741,103470,303360,466357,195706,166020,26326,279879,169865,188413,164519
7802,466439,611223,40020,162914,165583,32575,41332,242156,289155,213319,365672,33109,202633,26399,26138,244558,157560,559065,574642,155623,210142,41124
7803,210114,149031,143750,210451,188467,5610,543358,46712,179415,131995,196947,26168,504033,214452,198277,352833,94010,30907,292772,166019,297579,289140
7804,167035,40730,40016,210117,40740,282472,182923,473852,71602,40060,169193,103468,426892,46448,26264,26402,46653,29259,181197,94321,191583,41175
7805,115184,359188,450002,24493,29590,38336,39990,533212,488139,161328,468931,189181,147614,154264,30457,148830,40683,94549,444000,231199,352887,304856
7806,145550,195299,80562,52133,34304,190972,26852,26419,46509,35724,49677,31293,299984,149962,31300,41892,23988,346004,210398,167027,199834,248689
7807,79248,41160,16254,154228,46891,93994,466430,210452,26420,38435,363359,120598,26256,46338,466294,89475,168342,26114,103869,606491,26330,109280
7808,352860,40537,26155,93485,306128,210128,470539,94318,26163,239259,560900,40714,467689,26171,52265,109065,348408,317062,,562697,687572,211089
9951,27299,30894,121633,46875,36183,30889,30834,116772,49939,156726,93447,27424,141113,30986,26255,240348,198316,553557,39847,71768,128827,94885
9952,112978,13518,39455,36388,94685,521421,73167,144993,129944,178818,150565,41618,114025,553555,449232,33579,58351,207236,94916,37357,25819,194533
9953,215168,469700,101501,34114,487867,37373,208230,269788,304733,212867,31199,178778,447084,189982,309496,212156,27420,34267,240837,212893,140819,30249
9954,170322,40193,28480,178206,115591,161421,298915,163670,58346,169200,104045,66757,30530,106309,18904,155534,38647,27475,58354,97762,170775,189237
9955,68813,45272,514301,89240,47547,141145,182892,27324,281012,27234,177720,212815,212377,231753,303800,307210,387727,36086,127945,450976,260470,71605
9956,114737,26618,245526,26660,36035,37319,147735,303905,35997,26982,66940,36878,95081,42297,12330,229759,40108,39379,196311,113340,91984,31906
9957,177953,107588,36180,205893,520979,134217,35989,42860,35852,196366,469764,49586,31290,171698,213485,33338,343748,237542,95082,243164,49825,36784
9958,287894,94915,36000,193901,171472,59595,95228,178804,278863,287231,276760,42909,36380,27550,145536,11242,167008,34675,239946,171091,176831,185014
9959,448805,94876,119427,154245,310355,335436,115670,29340,36554,26545,27485,41087,303913,78908,25483,80229,237541,179491,36186,240367,469763,26374
9960,27299,27303,36183,121633,30834,30894,49939,156726,429265,116772,93447,212815,127945,231753,36934,303800,307210,238438,36086,167589,450976,71605
9961,112978,303912,39455,36388,94685,37374,178818,27427,144993,129944,150565,114737,36035,27425,26660,488298,37319,201888,303905,39106,147735,66940
9962,215168,27310,109615,469700,487867,185175,304733,132844,516846,31199,70409,68813,45272,143442,514301,47547,97734,317822,182892,141145,27234,450980
9963,41618,278815,449232,114025,33579,469701,207236,58351,37357,94916,25819,49586,31290,68253,171698,33338,266523,237542,172887,425963,49825,530859
9964,41087,116645,78908,25483,80229,36186,240367,27314,115847,237541,69008,66757,30530,27475,106309,28081,58354,355357,38647,27478,155534,170775
9965,178778,303914,447084,177942,443966,212893,34267,27420,240837,50661,36774,27424,141113,30986,307069,240348,71768,128827,97747,198316,39847,193530
9966,287894,147726,36000,193901,49885,59595,162679,180126,278863,287231,459499,177953,107588,205893,303484,196205,134217,35989,42860,617044,35852,196366
9967,42909,36380,27550,145536,45254,531014,94009,239946,167008,185014,176831,40094,298823,95081,42297,229759,31906,40108,196311,91984,27306,166452
9968,448805,41930,119427,154245,51841,36554,335436,26545,115670,29340,36889,30820,27774,28480,38432,115591,40193,147729,161421,243164,58346,104045
9969,49586,172887,68253,171698,33338,530859,343748,304345,425963,49825,36784,42909,36380,27550,145536,45254,531014,94009,167008,215804,171091,185014
9970,30820,167065,28480,178206,115591,298915,147729,40193,178812,188498,36410,215168,191080,469700,101501,487867,269788,185175,208230,304733,132844,70409
9971,27424,141113,30986,26255,240348,97747,49847,128827,198316,94885,193530,41087,116645,78908,25483,80229,36186,240367,27314,115847,237541,69008
9972,68813,45272,143442,514301,47547,97734,132843,27324,141145,27234,450980,448805,41930,119427,154245,51841,36554,26545,335436,115670,27352,36889
9973,114737,26618,245526,26660,36035,201888,37319,66940,242308,150922,72707,287894,147726,36000,193901,171472,49885,162679,130118,278863,287231,459499
9974,177953,107588,303484,205893,278823,35852,35989,134217,617044,42860,196366,112978,303912,39455,36388,130667,178818,521421,144993,73167,150565,129944
9975,66757,30530,106309,18904,155534,167094,119838,355357,38647,27478,170775,27299,30894,37410,36183,27303,30889,30834,429265,49939,156726,93447
9976,212815,127945,231753,303800,307210,166449,36086,167589,459493,177941,71605,178778,212156,303914,447084,309496,119525,34267,27420,240837,212819,50661
9977,40094,298823,95081,42297,229759,40108,196311,31906,212881,91984,166452,41618,37292,449232,114044,33579,469701,207236,58351,37357,94916,25819
9978,27299,27303,36183,121633,30834,49939,460632,156726,116772,429265,93447,68813,45272,143442,514301,47547,97734,132843,27324,141145,450980,281012
9979,112978,303912,39455,36388,94685,178818,521421,27427,144993,73167,150565,49586,172887,145551,171698,33338,530859,343748,304345,425963,36784,49825
9980,215168,487867,469700,101501,27310,185175,109615,208230,304733,132844,70409,212815,127945,36934,303800,307210,166449,36086,167589,260470,177941,71605
9981,41618,37292,449232,114044,33579,58351,469701,207236,37357,25819,94916,42909,36380,27550,145536,45254,167008,94009,239946,171091,176831,185014
9982,114737,26618,27425,26660,488298,303905,37319,66940,201888,150922,242308,177953,107588,303484,205893,196205,134217,35852,520979,469764,42860,196366
9983,41087,116645,78908,25483,80229,27314,240367,204169,115847,237541,69008,40094,668362,95081,278831,229759,196311,42297,40108,298823,31906,166452
9984,178778,303914,447084,177942,309496,212893,119525,34267,240837,30249,50661,66757,30530,106309,18904,155534,38647,355357,58354,167094,27478,170775
9985,287894,94915,147726,36000,171472,49885,162679,287231,278863,130118,459499,30820,27774,28480,38432,115591,147729,298915,40193,243164,188498,36410
9986,448805,41930,119427,154245,51841,36554,335436,26545,115670,27352,36889,27424,157252,30986,26255,240348,49847,128827,97747,198316,193530,94885
9987,49586,31290,68253,171698,145551,33338,530859,343748,266523,425963,36784,27299,30894,37410,46875,121633,30889,49939,30834,116772,156726,93447
9988,41618,278815,449232,114025,33579,58351,37292,469701,37357,25819,94916,41087,303913,78908,25483,80229,36186,78314,240367,204169,469763,69008
9989,30820,27774,28480,38432,37317,40193,147729,298915,188498,58346,104045,177953,536440,303484,205893,196205,134217,35852,35989,42860,617044,196366
9990,27424,157252,30986,26255,240348,16300,553557,97747,128827,39847,193530,112978,303912,39455,36388,94685,178818,521421,144993,129944,73167,150565
9991,304355,97734,143442,514301,47547,45272,132843,27324,281012,141145,450980,114737,26618,27425,26660,488298,303905,37319,147735,201888,150922,66940
9992,66757,30530,106309,18904,155534,38647,355357,119838,167094,27478,189237,215168,191080,469700,109615,487867,269788,185175,208230,304733,132844,70409
9993,212815,127945,36934,303800,307210,166449,36086,167589,260470,177941,71605,287894,94915,36000,193901,171472,59595,162679,130118,278863,287231,459499
9994,40094,668362,95081,278831,229759,40108,42297,166452,196311,212881,31906,178778,303914,447084,177942,309496,614449,119525,27420,240837,212893,212819
9995,42909,36380,27550,145536,45254,167008,34675,94009,239946,171091,176831,448805,41930,119427,154245,51841,26545,335436,36554,27352,115670,27485
9996,27299,36183,37410,46875,30894,49939,30889,27303,116772,429265,93447,40094,668362,95081,278831,229759,40108,42297,166452,196311,31906,36084
9997,112978,13518,39455,37374,94685,27427,178818,144993,73167,150565,129944,68813,97734,514301,29471,47547,182892,27324,298923,141145,281012,450980
9998,215168,191080,469700,109615,27310,269788,185175,208230,132844,304733,70409,49586,31290,68253,171698,33338,530859,343748,266523,425963,36784,95082
9999,114737,26618,27425,26660,488298,37319,147735,303905,201888,150922,66940,30820,27774,28480,38432,37317,161421,298915,40193,178812,58346,104045
10000,177953,107588,36180,205893,196205,35852,134217,42860,617044,196366,25366,27424,157252,30986,307069,240348,553557,128827,97747,198316,39847,193530
10001,41087,303913,78908,25483,80229,36186,240367,204169,27314,469763,69008,42909,36380,27550,145536,555385,167008,34675,239946,171091,150292,185014
10002,178778,303914,189982,447084,309496,34267,27420,27866,614449,140819,212893,41618,278815,449232,37292,33579,207236,469701,194533,37357,25819,94916
10003,287894,94915,193901,459000,171472,59595,162679,287231,278863,130118,459499,66757,30530,106309,18904,155534,119838,167094,38647,27478,448859,170775
10004,448805,41930,119427,154245,310355,26545,335436,36554,141114,27352,36889,212815,127945,36934,303800,307210,167589,36086,166449,450976,260470,71605
10005,49586,31290,68253,171698,33338,343748,237542,530859,425963,95082,36784,41087,303913,78908,25483,80229,36186,27314,78314,469763,240367,69008
10006,41618,278815,449232,517346,37292,33579,25819,207236,469701,37357,94916,27299,30894,46875,36183,27303,37410,30889,49939,116772,429265,93447
10007,30820,40193,28480,178206,115591,188498,161421,298915,243164,178812,58346,112978,13518,71399,37374,94685,303912,178818,73167,27427,129944,150565
10008,24104,157252,30986,307069,240348,128827,553557,97747,198316,39847,94885,287894,94915,459000,193901,171472,59595,49885,130118,278863,287231,459499
10009,68813,97734,143442,514301,47547,132843,27324,182892,141145,281012,450980,177953,107588,303484,205893,196205,134217,35852,35989,42860,469764,196366
10010,66757,30530,106309,18904,155534,119838,58354,38647,355357,448859,170775,448805,94876,119427,154245,310355,26545,335436,36554,27352,141114,36889
10011,212815,127945,36934,303800,307210,238438,36086,167589,260470,177941,71605,114737,26618,27425,26660,488298,303905,37319,147735,201888,150922,66940
10012,40094,668362,42297,278831,229759,196311,40108,298823,166452,31906,36084,215168,191080,469700,109615,27310,269788,185175,208230,132844,70409,516846
10013,42909,36380,27550,145536,555385,167008,34675,239946,433951,176831,185014,178778,303914,189982,447084,309496,34267,27420,27866,614449,140819,212893
10014,27299,30894,36183,94886,27303,37410,116772,49939,460632,429265,93447,42909,36380,27550,94009,555385,167008,34675,174093,433951,176831,185014
10015,112978,13518,37374,36388,94685,178818,521421,27427,73167,129944,150565,66757,167094,553597,18904,28081,30530,119838,38647,27478,155534,170775
10016,215168,34114,469700,109615,487867,269788,304733,208230,185175,31199,70409,41618,114025,449232,37292,33579,207236,469701,278815,58351,94916,194533
10017,30820,27774,28480,38432,37317,161421,40193,243164,298915,178812,58346,27424,157252,26255,307069,240348,553557,128827,97747,198316,39847,193530
10018,114737,36035,245526,26660,488298,37319,147735,303905,201888,150922,66940,49586,31290,68253,171698,304345,343748,237542,530859,425963,95082,36784
10019,177953,107588,303484,205893,196205,134217,35852,35989,617044,469764,196366,212815,212377,36934,303800,307210,36086,167589,127945,166449,22824,71605
10020,178778,212156,189982,447084,309496,27866,34267,303914,240837,614449,212893,41087,116645,78908,25483,80229,27314,240367,469763,78314,179491,466482
10021,287894,94915,36000,193901,171472,59595,162679,130118,278863,287231,459499,68813,97734,143442,29471,47547,27324,132843,182892,298923,281012,450980
10022,448805,41930,119427,154245,310355,94876,335436,36554,27352,141114,36889,40094,668362,95081,278831,229759,40108,42297,298823,196311,31906,36084
10023,49586,31290,68253,171698,304345,237542,343748,425963,95082,49825,36784,178778,212156,189982,447084,309496,27866,119525,303914,240837,614449,50661
10024,41618,278815,449232,517346,33579,264190,37292,207236,37357,94916,25819,448805,41930,119427,154245,310355,335436,26545,36554,27352,141114,36889
10025,27424,157252,30986,26255,240348,128827,553557,97747,27316,39847,193530,114737,26618,245526,26660,488298,37319,147735,36035,242308,150922,66940
10026,68813,97734,143442,29471,47547,182892,27324,45272,141145,281012,450980,30820,27774,28480,178206,37317,161421,298915,188498,243164,178812,58346
10027,66757,167094,27475,18904,155534,30530,355357,38647,27478,158257,170775,177953,107588,36180,205893,278823,469764,35989,134217,617044,25366,196366
10028,212815,212377,231753,36934,303800,307210,450976,36086,22824,127945,238438,112978,303912,39455,36388,130667,178818,521421,331542,73167,150565,144993
10029,41087,116645,78908,25483,80229,36186,240367,469763,27314,179491,26374,27299,27303,36183,94886,116772,37410,30889,429265,49939,93447,172949
10030,40094,298823,95081,278831,229759,42297,40108,166452,196311,31906,36084,287894,94915,36000,193901,171472,59595,162679,178804,278863,287231,459499
10031,73409,240537,27550,94009,207039,34675,174093,167008,239946,433951,185014,215168,191080,469700,109615,487867,269788,185175,208230,304733,70409,31199
10032,49586,172887,145551,171698,304345,237542,343748,530859,425963,95082,36784,177953,107588,205893,193866,196205,469764,35989,134217,617044,196366,25366
10033,41618,278815,449232,517346,33579,58351,37292,469701,37357,25819,94916,112978,13518,39455,36388,130667,521421,178818,27427,129944,73167,150565
10034,27424,141113,30986,307069,240348,16300,128827,97747,27316,39847,193530,27299,30894,36183,94886,121633,30889,429265,116772,172949,156726,93447
10035,66757,30530,106309,18904,155534,355357,27475,38647,27478,39045,170775,30820,40193,28480,38432,115591,188498,243164,27774,161421,178812,58346
10036,212815,212377,36934,303800,307210,167589,36086,127945,166449,260470,71605,68813,94652,97734,29471,47547,132843,27324,182892,141145,281012,450980
10037,41087,116645,78908,25483,303913,212915,240367,179491,36186,37550,36774,448805,41930,119427,93064,154245,26545,335436,36554,27352,115670,36889
10038,40094,298823,95081,278831,229759,40108,42297,166452,196311,31906,36084,114737,26618,245526,26660,488298,303905,37319,147735,242308,150922,66940
10039,178778,212156,189982,447084,309496,303914,119525,212893,117432,240837,50661,215168,427062,469700,109615,487867,269788,185175,208230,304733,70409,31199
10040,42909,240537,27550,145536,555385,167008,34675,239946,171091,185014,215804,287894,94915,147726,193901,426873,59595,162679,178804,278863,287231,291425
10041,27299,30894,30889,94886,121633,460632,156726,30834,116772,429265,93447,178778,212156,177942,447084,309496,119525,303914,173461,117432,240837,50661
10042,112978,13518,39455,36388,331528,303912,521421,73167,144993,50345,150565,42909,240537,27550,145536,555385,531014,34675,239946,171091,104646,185014
10043,215168,34114,469700,109615,487867,269788,185175,208230,304733,70409,31199,41087,116645,78908,78314,80229,212915,176201,179491,36186,37550,36774
10044,30820,167065,28480,38432,115591,40193,161421,147729,243164,178812,58346,212815,127945,36934,28435,307210,260470,36086,450976,259439,238438,71605
10045,68813,94652,97734,29471,47547,132843,182892,27324,141145,281012,450980,27424,141113,30986,307069,240348,16300,128827,97747,27316,39847,193530
10046,114737,26618,245526,26660,488298,303905,37319,147735,114650,242308,66940,66757,30530,106309,18904,155534,27475,355357,38647,111897,39045,27478
10047,177953,107588,205893,193866,196205,469764,35989,42860,617044,25366,196366,40094,298823,95081,278831,229759,42297,40108,166452,196311,31906,36084
10048,287894,94915,147726,193901,426873,59595,162679,178804,278863,287231,459499,41618,278815,449232,195207,33579,58351,331542,37292,37357,94916,25819
10049,448805,41930,119427,93064,154245,26545,335436,36554,27352,115670,36889,49586,172887,171698,145551,304345,237542,343748,530859,425963,95082,36784
10050,49586,172887,171698,145551,33338,237542,190796,95082,243164,49825,36784,448805,41930,119427,154245,310355,335436,26545,36554,36379,115670,27485
10051,41618,278815,553555,114025,33579,58351,207236,94916,192625,25819,264190,287894,94915,36000,193901,130667,95228,59595,178804,278863,287231,459499
10052,27424,141113,30986,26255,240348,71768,553557,128827,198316,94885,39847,68813,45272,514301,89240,47547,182892,27324,141145,281012,27234,177720
10053,66757,30530,106309,18904,155534,27475,58354,38647,553598,170775,189237,114737,26618,245526,26660,282182,303905,37319,147735,35997,26982,150922
10054,212815,212377,231753,303800,307210,127945,167589,36086,260470,238438,71605,170322,40193,28480,178206,115591,147729,27316,169200,58346,163670,104045
10055,41087,116645,78908,25483,303913,36186,240367,469763,112119,179491,26374,215168,34114,251244,487867,469700,269788,37373,516846,304733,132844,31199
10056,36878,12330,95081,42297,229759,40108,166452,196311,113340,91984,31906,177953,107588,36180,205893,520979,134217,35989,42860,602523,172388,196366
10057,178778,212156,189982,447084,309496,34267,240837,27420,140819,30249,212893,27299,30894,36183,46875,121633,30889,30834,116772,49939,156726,177714
10058,73409,36380,94009,145536,11242,167008,34675,239946,171091,185014,176831,112978,36388,94685,71399,303912,178818,521421,129944,144993,73167,150565
10059,49586,172887,171698,145551,304345,237542,343748,530859,425963,95082,36784,30820,167065,28480,259296,115591,161421,188498,40193,58346,243164,36410
10060,215168,427062,469700,109615,487867,185175,269788,208230,304733,70409,31199,27299,30894,460632,94886,121633,30889,30834,49939,429265,156726,93447
10061,41618,517346,449232,195207,33579,37292,469701,264190,37357,25819,94916,177953,107588,205893,193866,637199,35989,42860,469764,467318,196366,25366
10062,27424,157252,30986,26255,240348,16300,128827,97747,27316,194533,193530,212815,36934,28435,303800,127945,450976,307210,259439,238438,260470,71605
10063,66757,668362,106309,441164,155534,27475,355357,38647,111897,39045,27478,68813,94652,97734,29471,47547,132843,182892,27324,141145,281012,450980
10064,41087,116645,169569,25483,179491,212915,176201,204169,36186,37550,36774,287894,191080,147726,193901,426873,59595,162679,178804,287231,278863,459499
10065,40094,298823,95081,278831,229759,113340,42297,31906,196311,166452,36084,112978,13518,39455,36388,94685,178818,521421,27427,129944,150565,73167
10066,178778,212156,177942,447084,443966,119525,303914,212893,117432,240837,173461,448805,94876,119427,93064,154245,36554,26545,335436,115670,27352,36889
10067,42909,240537,27550,145536,555385,167008,34675,531014,171091,104646,185014,114737,26618,245526,26660,282182,303905,147735,242308,201888,150922,66940
10068,112978,13518,71399,36388,94685,178818,303912,27427,73167,129944,144993,41087,116645,169569,78314,80229,240367,212915,179491,469763,204169,69008
10069,170322,167065,28480,259296,37317,27774,147729,40193,243164,188498,58346,42909,240537,27550,145536,555385,167008,34675,531014,171091,104646,185014
10070,27424,157252,307069,26255,240348,553557,128827,97747,27316,194533,79982,41618,37292,449232,195207,33579,469701,207236,264190,37357,94916,25819
10071,68813,94652,97734,29471,47547,132843,182892,298923,27324,281012,450980,40094,12330,95081,278831,229759,42297,40108,166452,196311,212881,36084
10072,114737,26618,245526,26660,488298,245315,201888,303905,39106,150922,66940,27299,30894,460632,121633,282691,49939,30834,116772,172949,156726,93447
10073,177953,107588,303484,193866,196205,205893,25366,35989,617044,35852,196366,178778,303914,189982,447084,177942,212893,119525,664585,614449,50661,173461
10074,212815,36934,28435,303800,127945,450976,307210,259439,238438,260470,71605,66757,668362,27475,18904,155534,30530,355357,38647,111897,39045,27478
10075,287894,191080,147726,193901,426873,59595,162679,178804,278863,287231,291425,49586,172887,145551,171698,304345,237542,343748,530859,425963,179511,36784
10076,448805,94876,119427,93064,154245,26545,335436,36554,27352,141114,36889,215168,427062,469700,109615,487867,667787,185175,208230,132844,516846,31199
10077,27299,460632,36146,121633,116772,27303,49939,156726,30834,429265,93447,448805,41930,93064,154245,51841,94876,310355,162680,36379,141114,36889
10078,49586,172887,171698,145551,304345,237542,343748,461357,179511,95082,36784,68813,94652,97734,29471,47547,132843,182892,141145,27324,281012,450980
10079,215168,427062,469700,109615,487867,208230,269788,185175,132844,70409,31199,112978,13518,39455,36388,331528,303912,37374,212892,73167,150565,688295
10080,41618,517346,449232,37292,33579,264190,469701,207236,37357,25819,94916,212815,212377,36934,303800,259439,307210,36086,166449,450976,260470,71605
10081,66757,668362,106309,18904,30530,27475,355357,38647,111897,39045,27478,27424,157252,30986,26255,240348,553557,128827,97747,27316,194533,79982
10082,41087,116645,78314,169569,80229,212915,469763,240367,179491,204169,69008,114737,26618,245315,26660,488298,36035,303905,147735,201888,150922,129918
10083,40094,298823,95081,278831,229759,166452,40108,42297,31906,196311,36084,170322,27774,28480,38432,115591,298915,147729,40193,243164,37317,58346
10084,178778,212156,189982,447084,664585,614449,303914,119525,50661,212893,212819,287894,94915,147726,459000,426873,59595,162679,178804,278863,287231,291425
10085,42909,240537,27550,145536,555385,167008,34675,174093,171091,104646,185014,177953,107588,303484,193866,196205,205893,469764,620578,25366,617044,196366
10086,112978,13518,71399,37374,94685,521421,144993,27365,73167,150565,129944,178778,212156,189982,447084,443966,177942,614449,303914,119525,212819,212893
10087,170322,27774,28480,38432,115591,147729,40193,243164,298915,37317,58346,27299,460632,121633,282691,30894,30889,429265,30834,156726,116772,93447
10088,27424,157252,30986,26255,240348,553557,128827,97747,27316,194533,79982,73409,240537,27550,145536,555385,167008,34675,174093,176831,185014,104646
10089,68813,94652,97734,29471,47547,132843,182892,298923,27324,281012,450980,41087,116645,240367,25483,303913,176201,212915,375732,115847,556029,469763
10090,114737,26618,245315,26660,488298,303905,114650,66940,35997,150922,129918,41618,517346,449232,37292,33579,469701,207236,58351,37357,264190,25819
10091,177953,107588,205893,193866,196205,617044,166917,35852,42860,196366,25366,448805,94876,119427,93064,154245,26545,335436,36554,27352,115670,36889
10092,66757,30530,106309,18904,155534,355357,27475,111897,27478,39045,170775,49586,31290,171698,145551,33338,237542,266523,172887,179511,304345,36784
10093,212815,36934,28435,303800,127945,36086,307210,259439,450976,71605,260470,40094,12330,425962,278831,229759,298823,40108,42297,166452,36084,31906
10094,287894,191080,147726,36000,426873,59595,95228,130118,278863,287231,291425,215168,34114,469700,251244,487867,208230,269788,304733,516846,132844,70409
10095,27299,27303,46875,121633,282691,49939,30834,429265,172949,30924,93447,287894,191080,147726,36000,459000,426873,178804,59595,95228,287231,278863
10096,49586,172887,171698,145551,33338,266523,237542,461357,179511,425963,36784,27424,157252,30986,26255,240348,553557,16300,97747,128827,194533,193530
10097,215168,34114,427062,251244,487867,269788,304733,208230,516846,132844,70409,177953,107588,205893,193866,196205,617044,469764,35989,42860,35852,25366
10098,41618,517346,449232,37292,33579,264190,469701,207236,37357,25819,94916,68813,94652,97734,29471,47547,132843,27234,141145,27324,281012,450980
10099,41087,116645,240367,25483,303913,375732,212915,176201,115847,469763,556029,170322,27774,259296,38432,115591,161421,147729,178812,298915,243164,58346
10100,40094,12330,425962,278831,229759,298823,40108,196311,166452,31906,36084,66757,30530,106309,18904,155534,355357,27475,38647,111897,39045,170775
10101,178778,212156,189982,447084,664585,27420,34267,212819,614449,212893,50661,114737,26618,245315,26660,282182,201888,303905,147735,35997,150922,129918
10102,42909,240537,27550,145536,555385,167008,34675,174093,176831,185014,104646,212815,231753,303800,36934,28435,36086,167589,127945,450976,260470,71605
10103,448805,94876,119427,93064,154245,36554,26545,335436,115670,36379,36889,27358,303912,71399,36388,331528,178818,521421,27427,150565,50345,637753
10104,112978,13518,37374,36388,94685,178818,521421,331528,73167,150565,129944,27299,30894,460632,121633,282691,30889,49939,30834,116772,156726,93447
10105,170322,40193,259296,38432,115591,161421,147729,298915,243164,178812,58346,41618,517346,449232,37292,37357,469701,207236,195207,264190,94916,25819
10106,27424,157252,307069,26255,240348,71768,128827,97747,27316,39847,79982,40094,12330,425962,278831,229759,40108,42297,298823,196311,31906,36084
10107,68813,94652,97734,29471,47547,132843,182892,141145,27324,281012,107717,178778,447084,189982,177942,212156,614449,27420,443966,212893,212819,117432
10108,114737,26618,245315,245526,488298,303905,37319,147735,201888,150922,129918,215168,27310,427062,251244,487867,516846,269788,304733,132844,208230,103686
10109,177953,107588,205893,193866,196205,35989,469764,617044,42860,35852,25366,41087,116645,169569,25483,303913,78314,240367,176201,469763,115847,375732
10110,66757,668362,106309,18904,155534,27475,30530,355357,39045,111897,170775,42909,555385,27550,145536,45254,167008,94009,531014,171091,215804,433951
10111,212815,231753,36934,303800,307210,36086,127945,450976,260470,259439,71605,49586,172887,171698,145551,33338,237542,266523,461357,425963,179511,36784
10112,287894,191080,147726,459000,426873,59595,95228,130118,278863,287231,291425,448805,94876,119427,93064,154245,141114,26545,335436,115670,36554,36889
10113,27299,30894,460632,46875,121633,30889,429265,116772,172949,30924,177714,177953,107588,303484,205893,193866,196205,469764,515333,166917,617044,196366
10114,112978,331528,39455,36388,94685,27427,27365,144993,73167,150565,129944,287894,94915,147726,193901,426873,59595,95228,178804,278863,287231,291425
10115,215168,427062,469700,109615,487867,208230,667787,101501,516846,304733,70409,27424,157252,307069,30986,240348,71768,128827,97747,27316,39847,79982
10116,41618,517346,449232,37292,195207,207236,469701,264190,37357,94916,25819,66757,668362,27475,18904,28081,30530,58354,119838,38647,111897,170775
10117,41087,116645,169569,25483,303913,36186,240367,469763,115847,375732,36774,212815,231753,28435,303800,307210,36086,127945,167589,260470,450976,71605
10118,40094,298823,425962,278831,229759,40108,212881,166452,196311,31906,36084,49586,172887,171698,145551,33338,237542,266523,461357,425963,179511,36784
10119,178778,212156,447084,177942,443966,212819,189982,614449,212893,50661,173461,170322,27774,259296,38432,115591,161421,147729,298915,178812,58346,188498
10120,42909,240537,27550,145536,555385,531014,34675,174093,171091,104646,185014,68813,94652,97734,29471,47547,132843,182892,27324,141145,281012,450980
10121,448805,94876,119427,93064,154245,36554,26545,335436,141114,36379,36889,114737,36035,26660,245526,282182,303905,37319,147735,201888,150922,129918
10122,49586,31290,171698,145551,304345,343748,266523,461357,425963,530859,49825,41618,517346,449232,37292,37357,469701,207236,195207,264190,94916,25819
10123,170322,40193,259296,38432,37317,161421,147729,298915,188498,58346,178812,448805,94876,119427,93064,154245,26545,335436,36554,36379,115670,36889
10124,27424,157252,307069,26255,240348,71768,128827,198316,27316,39847,79982,178778,212156,177942,447084,443966,303914,119525,614449,212819,173461,212893
10125,68813,45272,97734,29471,47547,132843,182892,27324,141145,281012,450980,215168,487867,681383,469700,251244,269788,261653,208230,516846,31199,70409
10126,39566,26618,245526,26660,488298,303905,37319,245315,201888,129918,150922,112978,13518,39455,36388,331528,521421,27365,73167,144993,129944,50345
10127,177953,107588,205893,193866,196205,617044,469764,35989,42860,35852,25366,287894,94915,193901,459000,426873,59595,162679,130118,278863,287231,291425
10128,66757,158234,106309,27475,28081,38647,58354,355357,27155,39045,170775,41087,116645,169569,25483,303913,176201,78314,469763,115847,179491,37550
10129,212815,231753,36934,28435,303800,307210,127945,36086,450976,260470,71605,27299,27303,460632,121633,282691,141370,30889,429265,172949,156726,93447
10130,40094,298823,425962,278831,229759,40108,212881,166452,196311,31906,36084,42909,240537,27550,94009,555385,167008,34675,531014,171091,104646,185014
10131,27299,30894,37410,121633,282691,30889,116772,177714,172949,30924,93447,66757,158234,106309,18904,155534,28081,38647,30530,39045,27155,170775
10132,112978,13518,303912,37374,94685,73167,521421,27427,331528,150565,129944,177953,107588,303484,205893,196205,278823,166917,35989,617044,42860,196366
10133,215168,427062,469700,251244,487867,269788,37373,208230,304733,516846,31199,30820,27774,259296,38432,115591,161421,298915,40193,243164,178812,58346
10134,41618,517346,449232,37292,37357,469701,207236,33579,94916,264190,243829,40094,298823,425962,42297,229759,40108,212881,166452,196311,31906,36084
10135,41087,116645,169569,25483,303913,78314,375732,179491,115847,36774,37550,27424,141113,307069,26255,157252,71768,128827,97747,27316,39847,94885
10136,178778,212156,177942,447084,443966,119525,303914,614449,212819,173461,212893,212815,127945,36934,303800,307210,36086,167589,238438,260470,450976,71605
10137,287894,94915,193901,459000,426873,95228,162679,178804,278863,130118,291425,114737,36035,245526,26660,488298,37319,66940,303905,201888,150922,129918
10138,42909,240537,94009,27550,555385,167008,34675,531014,176831,104646,171091,49586,172887,171698,145551,33338,237542,343748,530859,425963,95082,49825
10139,448805,94876,119427,93064,154245,36554,26545,335436,115670,36379,36889,68813,97734,514301,143442,47547,27324,132843,182892,141145,281012,107717
10140,49586,31290,171698,145551,304345,237542,266523,172887,179511,530859,36784,112978,303912,39455,36388,331528,212892,37374,27365,688295,50345,144993
10141,170322,27774,28480,38432,37317,161421,147729,298915,638778,104045,178812,287894,191080,147726,193901,94915,59595,162679,178804,278863,130118,291425
